Status,City,State
delivered,belo horizonte,MG
delivered,mogi das cruzes,SP
delivered,lencois paulista,SP
invoiced,teresina,PI
delivered,brasilia,DF
delivered,sao paulo,SP
delivered,fortaleza,CE
delivered,rio de janeiro,RJ
delivered,aracruz,ES
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,montes claros,MG
delivered,sao paulo,SP
delivered,curitiba,PR
delivered,seabra,BA
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,nova iguacu,RJ
delivered,rio de janeiro,RJ
delivered,piracicaba,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,rodeio bonito,RS
delivered,limoeiro do norte,CE
delivered,taubate,SP
delivered,santa maria,RS
delivered,ubatuba,SP
delivered,jaragua do sul,SC
delivered,sao paulo,SP
unavailable,lapa,PR
delivered,florianopolis,SC
delivered,porto seguro,BA
delivered,paranagua,PR
delivered,belo horizonte,MG
delivered,varzea paulista,SP
delivered,aruja,SP
delivered,dracena,SP
delivered,itapema,SC
delivered,porto alegre,RS
invoiced,cachoeira do sul,RS
delivered,palmares do sul,RS
delivered,mandaguari,PR
delivered,almirante tamandare,PR
delivered,vitoria da conquista,BA
delivered,anapolis,GO
delivered,sao paulo,SP
delivered,floriano,PI
delivered,paranaiba,MS
delivered,niteroi,RJ
delivered,jandira,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,itajai,SC
processing,brasilia,DF
delivered,correntes,PE
delivered,florianopolis,SC
delivered,para de minas,MG
delivered,porto alegre,RS
delivered,ilhabela,SP
delivered,pradopolis,SP
delivered,parati,RJ
delivered,anastacio,MS
delivered,jundiai,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,paulinia,SP
delivered,florianopolis,SC
delivered,guaraci,SP
delivered,central,BA
delivered,lupionopolis,PR
delivered,balneario camboriu,SC
delivered,duque de caxias,RJ
delivered,aracaju,SE
delivered,campinas,SP
delivered,curitiba,PR
delivered,brasilia,DF
delivered,sumidouro,RJ
delivered,boa vista,RR
delivered,serra,ES
delivered,osasco,SP
delivered,campinas,SP
delivered,itu,SP
delivered,porto belo,SC
delivered,sao paulo,SP
delivered,seropedica,RJ
delivered,recife,PE
delivered,salvador,BA
delivered,sao vicente,SP
delivered,sao paulo,SP
delivered,campinas,SP
delivered,imbituba,SC
delivered,vitoria,ES
delivered,bezerros,PE
delivered,ribeirao preto,SP
delivered,sao paulo,SP
delivered,guaratingueta,SP
delivered,brasilia,DF
delivered,belo horizonte,MG
delivered,formiga,MG
delivered,belo horizonte,MG
delivered,cravinhos,SP
delivered,porto alegre,RS
delivered,sao paulo,SP
invoiced,guaruja,SP
delivered,colatina,ES
delivered,sao paulo,SP
delivered,vicosa,MG
delivered,sao miguel do cambui,PR
delivered,louveira,SP
delivered,caxias do sul,RS
delivered,sao jose,SC
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
unavailable,brasilia,DF
delivered,alianca do tocantins,TO
delivered,ilhabela,SP
delivered,lages,SC
delivered,campinas,SP
canceled,jundiai,SP
delivered,canapolis,MG
delivered,sao paulo,SP
delivered,sao domingos,MG
delivered,sao paulo,SP
delivered,varzea paulista,SP
delivered,rio de janeiro,RJ
delivered,cuiaba,MT
delivered,sao paulo,SP
delivered,juazeiro do norte,CE
delivered,guarulhos,SP
delivered,sao jose,SC
delivered,sao jose dos campos,SP
delivered,sao paulo,SP
delivered,sao jose dos campos,SP
delivered,lavras,MG
delivered,uaua,BA
delivered,fortaleza,CE
shipped,aquiraz,CE
delivered,sao paulo,SP
delivered,lauro de freitas,BA
delivered,xinguara,PA
delivered,ouro branco,MG
delivered,brasilia,DF
delivered,fortaleza,CE
delivered,canoas,RS
delivered,sao paulo,SP
delivered,uba,MG
delivered,contagem,MG
delivered,caratinga,MG
delivered,presidente prudente,SP
delivered,gurupi,TO
delivered,taboao da serra,SP
delivered,francisco beltrao,PR
delivered,cansancao,BA
delivered,campos dos goytacazes,RJ
delivered,varginha,MG
delivered,sao paulo,SP
delivered,vitoria,ES
delivered,sao vicente,SP
delivered,jacarei,SP
delivered,belo horizonte,MG
delivered,floriano,PI
delivered,belo horizonte,MG
processing,itajuba,MG
delivered,ribeirao preto,SP
delivered,caieiras,SP
delivered,votorantim,SP
delivered,duque de caxias,RJ
delivered,sao paulo,SP
delivered,ponta grossa,PR
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,braganca paulista,SP
delivered,curitiba,PR
delivered,gravatai,RS
delivered,sao pedro da uniao,MG
delivered,para de minas,MG
delivered,chapada gaucha,MG
delivered,fazenda rio grande,PR
delivered,contagem,MG
delivered,mogi das cruzes,SP
delivered,itu,SP
delivered,sao paulo,SP
delivered,varzea paulista,SP
delivered,rio de janeiro,RJ
delivered,belo horizonte,MG
delivered,ouro branco,MG
delivered,jundiai,SP
delivered,saquarema,RJ
delivered,luizlandia do oeste,MG
delivered,monte carmelo,MG
delivered,novo hamburgo,RS
delivered,catalao,GO
delivered,fortaleza,CE
delivered,reserva,PR
delivered,espirito santo do pinhal,SP
delivered,curitiba,PR
delivered,piracicaba,SP
delivered,brasilia,DF
delivered,niteroi,RJ
canceled,sao bernardo do campo,SP
delivered,uberlandia,MG
delivered,sao paulo,SP
delivered,pedro leopoldo,MG
delivered,rio de janeiro,RJ
delivered,santa helena de goias,GO
delivered,cachoeirinha,RS
delivered,estancia velha,RS
delivered,sao caetano do sul,SP
delivered,paranagua,PR
delivered,goiania,GO
delivered,rio de janeiro,RJ
delivered,chapada gaucha,MG
delivered,teofilo otoni,MG
delivered,sorocaba,SP
delivered,maua,SP
delivered,carutapera,MA
delivered,peruibe,SP
delivered,pouso alegre,MG
delivered,sorocaba,SP
delivered,canoas,RS
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,florianopolis,SC
delivered,curitiba,PR
delivered,palmas,PR
delivered,nanuque,MG
delivered,aguas de lindoia,SP
delivered,rio de janeiro,RJ
delivered,votorantim,SP
delivered,araraquara,SP
delivered,guarulhos,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,guaranta do norte,MT
processing,campo grande,MS
delivered,rafard,SP
delivered,salto,SP
delivered,palmitinho,RS
delivered,porto alegre,RS
delivered,rio novo do sul,ES
delivered,balneario camboriu,SC
delivered,cachoeiro de itapemirim,ES
delivered,novo hamburgo,RS
delivered,valenca,RJ
delivered,belo horizonte,MG
delivered,barbacena,MG
delivered,aparecida de goiania,GO
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,marilia,SP
delivered,rio de janeiro,RJ
delivered,maua,SP
delivered,venancio aires,RS
delivered,maracai,SP
delivered,contagem,MG
delivered,rio de janeiro,RJ
delivered,uberlandia,MG
delivered,rio de janeiro,RJ
delivered,cubatao,SP
delivered,julio de castilhos,RS
delivered,rio de janeiro,RJ
delivered,quixada,CE
invoiced,paranagua,PR
delivered,sao paulo,SP
delivered,caxias do sul,RS
delivered,brasilia,DF
delivered,sorocaba,SP
delivered,florianopolis,SC
delivered,brasilia,DF
delivered,embu das artes,SP
delivered,sao jose dos campos,SP
delivered,rio de janeiro,RJ
delivered,belo horizonte,MG
delivered,cariacica,ES
delivered,rio de janeiro,RJ
delivered,guarulhos,SP
delivered,pelotas,RS
delivered,rio de janeiro,RJ
delivered,buritis,MG
delivered,rio de janeiro,RJ
delivered,porto alegre,RS
delivered,guaruja,SP
delivered,braganca paulista,SP
delivered,araraquara,SP
delivered,urucui,PI
delivered,apucarana,PR
delivered,franco da rocha,SP
delivered,sao paulo,SP
delivered,viamao,RS
delivered,sao paulo,SP
delivered,sao caetano do sul,SP
delivered,cuiaba,MT
delivered,lorena,SP
delivered,campinas,SP
delivered,ipatinga,MG
delivered,ilheus,BA
delivered,sao paulo,SP
delivered,sao lourenco da mata,PE
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,porto alegre,RS
delivered,jundiai,SP
delivered,loanda,PR
delivered,santa luzia,MG
delivered,suzano,SP
delivered,viradouro,SP
delivered,caxias do sul,RS
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,aracaju,SE
delivered,florianopolis,SC
delivered,curitiba,PR
delivered,telemaco borba,PR
delivered,sao goncalo,RJ
delivered,sao carlos,SP
delivered,belo horizonte,MG
delivered,ferraz de vasconcelos,SP
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,salvador,BA
delivered,rio de janeiro,RJ
delivered,sobral,CE
delivered,cuiaba,MT
delivered,rio de janeiro,RJ
delivered,campinas,SP
delivered,ribeirao das neves,MG
delivered,avelino lopes,PI
delivered,sao paulo,SP
delivered,paracatu,MG
delivered,rio de janeiro,RJ
delivered,santos,SP
delivered,fortaleza,CE
delivered,campinas,SP
delivered,rio de janeiro,RJ
delivered,pitangui,MG
delivered,sao paulo,SP
delivered,fortaleza,CE
delivered,sao paulo,SP
delivered,sao paulo,SP
canceled,rio de janeiro,RJ
delivered,nova iguacu,RJ
delivered,ijui,RS
delivered,brasilia,DF
delivered,brasilia,DF
delivered,lavras,MG
delivered,recife,PE
delivered,jales,SP
delivered,rio verde,GO
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,taboao da serra,SP
delivered,serra talhada,PE
delivered,capinzal,SC
delivered,sao bernardo do campo,SP
delivered,uberaba,MG
delivered,duque de caxias,RJ
delivered,campinas,SP
delivered,brasilia,DF
delivered,seropedica,RJ
delivered,salvador,BA
delivered,brasilia,DF
delivered,vitoria,ES
unavailable,vila velha,ES
delivered,sao paulo,SP
delivered,porto alegre,RS
canceled,goiania,GO
shipped,santo andre,SP
delivered,sao paulo,SP
delivered,belo horizonte,MG
delivered,mariana,MG
delivered,sao joao del rei,MG
delivered,sao paulo,SP
delivered,extrema,MG
delivered,carapicuiba,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,itapeva,SP
delivered,petropolis,RJ
delivered,rio de janeiro,RJ
delivered,itajuba,MG
delivered,garanhuns,PE
delivered,rio das ostras,RJ
delivered,cianorte,PR
delivered,taubate,SP
processing,sao paulo,SP
delivered,sao jose dos campos,SP
delivered,sao joao da ponte,MG
delivered,cachoeirinha,RS
delivered,sao paulo,SP
delivered,sao bernardo do campo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,feira de santana,BA
delivered,jequie,BA
delivered,camboriu,SC
delivered,florianopolis,SC
delivered,sao paulo,SP
delivered,gravatai,RS
delivered,sao jose dos campos,SP
delivered,rio claro,SP
delivered,fortaleza,CE
delivered,guarulhos,SP
delivered,sao luis,MA
delivered,nova mamore,RO
delivered,sao paulo,SP
delivered,irece,BA
delivered,pindamonhangaba,SP
delivered,sao paulo,SP
delivered,conselheiro lafaiete,MG
delivered,sao paulo,SP
delivered,pelotas,RS
delivered,uberaba,MG
delivered,guarulhos,SP
delivered,canoas,RS
delivered,sao paulo,SP
delivered,curitiba,PR
delivered,montes claros,MG
delivered,nova iguacu,RJ
delivered,rio de janeiro,RJ
delivered,itabira,MG
delivered,telemaco borba,PR
delivered,santana do livramento,RS
delivered,osasco,SP
delivered,rio de janeiro,RJ
delivered,ouro branco,MG
delivered,santo andre,SP
delivered,porto alegre,RS
delivered,niteroi,RJ
delivered,brasilia,DF
delivered,rio de janeiro,RJ
delivered,suzanapolis,SP
delivered,sao sebastiao do paraiso,MG
delivered,sao luis,MA
delivered,recife,PE
delivered,hortolandia,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,aracaju,SE
delivered,pato branco,PR
delivered,suzano,SP
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,monte formoso,MG
delivered,florestopolis,PR
delivered,rio de janeiro,RJ
delivered,uberlandia,MG
delivered,sao paulo,SP
delivered,guarulhos,SP
delivered,brasilia,DF
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,passo fundo,RS
delivered,praia grande,SP
delivered,sao bernardo do campo,SP
delivered,timoteo,MG
delivered,sao paulo,SP
delivered,mogi das cruzes,SP
delivered,goiania,GO
shipped,fortaleza,CE
delivered,andradina,SP
canceled,rio de janeiro,RJ
delivered,cachoeirinha,RS
delivered,eunapolis,BA
delivered,matupa,MT
delivered,cotia,SP
delivered,nova friburgo,RJ
delivered,registro,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,taubate,SP
delivered,petropolis,RJ
delivered,oscar bressane,SP
delivered,sao paulo,SP
delivered,registro,SP
delivered,barueri,SP
delivered,niteroi,RJ
delivered,trindade,GO
delivered,americana,SP
delivered,indaiatuba,SP
delivered,curitiba,PR
delivered,sertaozinho,SP
delivered,sao paulo,SP
delivered,uberlandia,MG
delivered,chapeco,SC
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,carapicuiba,SP
delivered,rio de janeiro,RJ
delivered,barra do pirai,RJ
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,serra,ES
shipped,petropolis,RJ
delivered,pedro leopoldo,MG
unavailable,monteiro lobato,SP
delivered,bananal,SP
delivered,campinas,SP
delivered,aparecida de goiania,GO
delivered,campinas,SP
delivered,braganca paulista,SP
delivered,sao paulo,SP
delivered,florianopolis,SC
delivered,porto alegre,RS
delivered,coluna,MG
delivered,uberlandia,MG
delivered,vargem grande paulista,SP
delivered,astorga,PR
delivered,venancio aires,RS
delivered,sao jose dos campos,SP
delivered,igrejinha,RS
delivered,palotina,PR
delivered,barretos,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,vitoria,ES
delivered,montes claros,MG
delivered,ituporanga,SC
delivered,rio de janeiro,RJ
delivered,sao paulo,SP
delivered,paracatu,MG
delivered,vitoria,ES
delivered,sapezal,MT
delivered,bela cruz,CE
delivered,belo oriente,MG
delivered,altaneira,CE
delivered,telemaco borba,PR
unavailable,porecatu,PR
delivered,marilia,SP
delivered,porto alegre,RS
delivered,marataizes,ES
delivered,guapimirim,RJ
delivered,curitiba,PR
delivered,rio de janeiro,RJ
delivered,rio de janeiro,RJ
delivered,belem,PA
delivered,itaborai,RJ
delivered,sumare,SP
processing,sao paulo,SP
canceled,sapiranga,RS
delivered,campinas,SP
delivered,cabaceiras do paraguacu,BA
delivered,ouro fino,MG
delivered,rio de janeiro,RJ
delivered,belo horizonte,MG
delivered,veranopolis,RS
delivered,rio de janeiro,RJ
delivered,salvador,BA
delivered,angra dos reis,RJ
delivered,rio de janeiro,RJ
delivered,igrejinha,RS
delivered,osasco,SP
delivered,rio de janeiro,RJ
delivered,fortaleza,CE
delivered,salvador,BA
delivered,rio de janeiro,RJ
delivered,itapira,SP
delivered,campos dos goytacazes,RJ
delivered,tatui,SP
delivered,guaiba,RS
delivered,cabeceira grande,MG
delivered,rio de janeiro,RJ
shipped,vigia,PA
delivered,sao paulo,SP
delivered,sao joao del rei,MG
delivered,sao paulo,SP
delivered,marica,RJ
delivered,betim,MG
delivered,franca,SP
delivered,santana do acarau,CE
delivered,sao caetano do sul,SP
delivered,guarulhos,SP
delivered,sao paulo,SP
delivered,guarapuava,PR
delivered,rio de janeiro,RJ
delivered,marituba,PA
delivered,rio de janeiro,RJ
delivered,manduri,SP
delivered,monteiropolis,AL
delivered,santana do paraiso,MG
delivered,cataguases,MG
delivered,ielmo marinho,RN
delivered,brasilia,DF
delivered,uba,MG
delivered,barueri,SP
delivered,sao bernardo do campo,SP
delivered,campinas,SP
delivered,rio de janeiro,RJ
delivered,macae,RJ
delivered,sao paulo,SP
delivered,guarulhos,SP
delivered,niteroi,RJ
delivered,sao paulo,SP
delivered,salvador,BA
delivered,piracicaba,SP
delivered,sao paulo,SP
shipped,sao miguel do iguacu,PR
delivered,guarulhos,SP
delivered,brasilia,DF
delivered,porto real,RJ
delivered,ponte nova,MG
delivered,sao vicente,SP
delivered,rubim,MG
delivered,vicosa,MG
delivered,sao paulo,SP
delivered,concordia,SC
delivered,sertaozinho,SP
delivered,inhumas,GO
delivered,santo andre,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,itu,SP
delivered,barra mansa,RJ
delivered,caetanopolis,MG
delivered,sao paulo,SP
delivered,blumenau,SC
delivered,novo hamburgo,RS
delivered,arroio dos ratos,RS
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,governador valadares,MG
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,teresina,PI
delivered,jaboatao dos guararapes,PE
delivered,toledo,PR
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,sao bernardo do campo,SP
delivered,petropolis,RJ
delivered,suzano,SP
delivered,porto alegre,RS
delivered,cuiaba,MT
delivered,campo grande,MS
delivered,aparecida de goiania,GO
delivered,rio de janeiro,RJ
delivered,fernandopolis,SP
delivered,manaus,AM
delivered,nova iguacu,RJ
delivered,visconde do rio branco,MG
delivered,arvorezinha,RS
delivered,ipupiara,BA
delivered,santo andre,SP
delivered,campinas,SP
delivered,jucurucu,BA
delivered,curitiba,PR
delivered,brasilia,DF
delivered,joao pinheiro,MG
delivered,sorocaba,SP
delivered,canoas,RS
delivered,sao paulo,SP
delivered,guapo,GO
delivered,belo horizonte,MG
delivered,belo horizonte,MG
delivered,rio de janeiro,RJ
delivered,vila dos cabanos,PA
delivered,campinas,SP
delivered,sao paulo,SP
delivered,teresina,PI
delivered,sao goncalo,RJ
delivered,sao joao de meriti,RJ
delivered,brasilia,DF
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,betim,MG
delivered,mogi mirim,SP
delivered,sao jose dos campos,SP
delivered,araponga,MG
delivered,nazare paulista,SP
delivered,sao paulo,SP
delivered,belo horizonte,MG
delivered,cajamar,SP
delivered,belo horizonte,MG
delivered,nova iguacu,RJ
delivered,brumado,BA
delivered,brasilia,DF
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,pelotas,RS
shipped,videira,SC
delivered,jundiai,SP
delivered,sao luis,MA
delivered,alto parnaiba,MA
delivered,guarulhos,SP
delivered,maringa,PR
delivered,rio de janeiro,RJ
delivered,limeira,SP
delivered,caete,MG
delivered,paracatu,MG
delivered,paulo de faria,SP
delivered,peruibe,SP
delivered,rio de janeiro,RJ
delivered,areia branca,RN
delivered,passo fundo,RS
delivered,ubatuba,SP
delivered,itajai,SC
delivered,pelotas,RS
delivered,rio de janeiro,RJ
delivered,caxias do sul,RS
delivered,ribeirao pires,SP
delivered,nova lima,MG
delivered,franco da rocha,SP
delivered,fortaleza,CE
delivered,paracatu,MG
delivered,santo andre,SP
delivered,sao bernardo do campo,SP
delivered,dracena,SP
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,limeira,SP
delivered,sao paulo,SP
delivered,picos,PI
delivered,criciuma,SC
delivered,palmares,PE
delivered,curitiba,PR
delivered,sao domingos do prata,MG
delivered,sertaozinho,SP
delivered,sao paulo,SP
delivered,barra da estiva,BA
delivered,saquarema,RJ
delivered,praia grande,SP
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,lauro de freitas,BA
delivered,santarem,PA
delivered,simoes filho,BA
delivered,santana de parnaiba,SP
delivered,muriae,MG
delivered,pouso alegre,MG
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,salvador,BA
delivered,barbacena,MG
delivered,bento goncalves,RS
delivered,ipatinga,MG
delivered,guarulhos,SP
delivered,paulista,PE
delivered,dom eliseu,PA
delivered,sao jose do rio preto,SP
delivered,teresina,PI
delivered,sao paulo,SP
delivered,campo grande,MS
delivered,cascavel,PR
delivered,nova iguacu,RJ
delivered,rio de janeiro,RJ
delivered,sao joao de meriti,RJ
delivered,osasco,SP
delivered,ribeirao pires,SP
delivered,caceres,MT
delivered,sorocaba,SP
delivered,belo horizonte,MG
delivered,cascavel,PR
delivered,carazinho,RS
delivered,crixas,GO
delivered,batatais,SP
delivered,sao manuel,SP
delivered,recife,PE
delivered,niteroi,RJ
delivered,itapetininga,SP
delivered,belo horizonte,MG
delivered,rio de janeiro,RJ
delivered,itapevi,SP
delivered,sao bernardo do campo,SP
delivered,campinas,SP
delivered,sao paulo,SP
delivered,sao jose dos campos,SP
delivered,sao paulo,SP
delivered,pedro leopoldo,MG
delivered,sao paulo,SP
delivered,jacarei,SP
delivered,guarapuava,PR
delivered,presidente tancredo neves,BA
delivered,araxa,MG
delivered,mandaguari,PR
delivered,volta redonda,RJ
delivered,varginha,MG
delivered,aparecida de goiania,GO
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,itapecerica da serra,SP
delivered,manhuacu,MG
delivered,linhares,ES
delivered,governador valadares,MG
delivered,jaguariaiva,PR
delivered,sao paulo,SP
delivered,guapo,GO
delivered,dourados,MS
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,maceio,AL
delivered,rio de janeiro,RJ
delivered,belo horizonte,MG
delivered,diadema,SP
delivered,nova ponte,MG
delivered,sao paulo,SP
delivered,lins,SP
delivered,formosa,GO
delivered,rio de janeiro,RJ
delivered,osasco,SP
delivered,cachoeiro de itapemirim,ES
delivered,campo bom,RS
delivered,itajuba,MG
delivered,volta redonda,RJ
delivered,betim,MG
delivered,pedrinopolis,MG
delivered,itapecerica da serra,SP
delivered,campinas,SP
delivered,sao jose dos campos,SP
delivered,sao raimundo nonato,PI
delivered,sorocaba,SP
delivered,belford roxo,RJ
delivered,sao paulo,SP
delivered,vila valerio,ES
delivered,itapeva,SP
delivered,serra,ES
delivered,santa barbara d'oeste,SP
delivered,barueri,SP
delivered,sao paulo,SP
delivered,sao joao de meriti,RJ
delivered,sao goncalo,RJ
delivered,uberlandia,MG
delivered,bacaxa,RJ
delivered,brasilia,DF
delivered,corupa,SC
delivered,rio de janeiro,RJ
delivered,osasco,SP
delivered,belo horizonte,MG
delivered,queimados,RJ
delivered,tupa,SP
delivered,sinop,MT
delivered,sao francisco,MG
delivered,passo fundo,RS
delivered,nova ponte,MG
delivered,taubate,SP
delivered,santo andre,SP
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,campinas,SP
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,amparo,SP
delivered,rio claro,SP
delivered,volta redonda,RJ
delivered,americana,SP
delivered,osasco,SP
delivered,bom jesus,GO
delivered,patrocinio,MG
delivered,salvador,BA
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,botucatu,SP
delivered,lindoia,SP
delivered,porto velho,RO
delivered,belo horizonte,MG
delivered,conselheiro lafaiete,MG
unavailable,santo andre,SP
delivered,sao paulo,SP
delivered,belo horizonte,MG
unavailable,sapiranga,RS
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,recife,PE
delivered,borda da mata,MG
delivered,sao paulo do potengi,RN
delivered,campinas,SP
delivered,maua,SP
delivered,sao paulo,SP
delivered,jacinto,MG
delivered,sao paulo,SP
delivered,dianopolis,TO
delivered,boituva,SP
delivered,ribeirao preto,SP
delivered,natal,RN
delivered,goitacazes,RJ
delivered,curitiba,PR
delivered,itaquaquecetuba,SP
delivered,lorena,SP
unavailable,paulinia,SP
delivered,contagem,MG
delivered,sao paulo,SP
delivered,nipoa,SP
delivered,poa,SP
delivered,cianorte,PR
delivered,januaria,MG
delivered,sao paulo,SP
delivered,piracicaba,SP
delivered,jaboatao dos guararapes,PE
canceled,sao paulo,SP
delivered,mogi das cruzes,SP
delivered,porto alegre,RS
delivered,mongagua,SP
delivered,imperatriz,MA
delivered,ribeirao preto,SP
delivered,presidente prudente,SP
delivered,brasilia,DF
delivered,sao paulo,SP
delivered,campinapolis,MT
delivered,niteroi,RJ
delivered,rio de janeiro,RJ
delivered,itapeva,SP
delivered,sao paulo,SP
delivered,sao jose dos campos,SP
delivered,ourinhos,SP
delivered,cerro azul,PR
delivered,rio de janeiro,RJ
delivered,louveira,SP
delivered,portelandia,GO
delivered,belo horizonte,MG
created,sao leopoldo,RS
delivered,cuiaba,MT
delivered,vicentina,MS
delivered,casimiro de abreu,RJ
delivered,brasilia,DF
delivered,rio de janeiro,RJ
delivered,poa,SP
delivered,juazeiro,BA
delivered,patos de minas,MG
delivered,uberaba,MG
delivered,sao paulo,SP
delivered,aracatuba,SP
delivered,itapetininga,SP
delivered,santa vitoria,MG
delivered,guaira,SP
delivered,niteroi,RJ
delivered,pedro leopoldo,MG
delivered,belo horizonte,MG
delivered,rio de janeiro,RJ
delivered,brasilia,DF
delivered,jaboatao dos guararapes,PE
delivered,curitiba,PR
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,ananindeua,PA
delivered,londrina,PR
delivered,sao paulo,SP
delivered,pouso alegre,MG
delivered,canoas,RS
delivered,sao luis,MA
delivered,sao bernardo do campo,SP
delivered,santa terezinha de itaipu,PR
delivered,umuarama,PR
delivered,aguas mornas,SC
delivered,porto alegre,RS
delivered,redentora,RS
delivered,teolandia,BA
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,salvador,BA
delivered,barueri,SP
delivered,porto alegre,RS
delivered,canapi,AL
delivered,montes claros,MG
delivered,eunapolis,BA
delivered,sorocaba,SP
unavailable,bom jesus do itabapoana,RJ
delivered,sao paulo,SP
delivered,barreiras,BA
delivered,muriae,MG
delivered,una,BA
processing,imbituba,SC
delivered,umuarama,PR
delivered,planaltina,GO
delivered,sao paulo,SP
delivered,sorocaba,SP
delivered,belem,PA
delivered,sao carlos,SP
delivered,cruzeiro,SP
delivered,tres fronteiras,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,jose de freitas,PI
delivered,vitoria,ES
delivered,sao paulo,SP
delivered,sao paulo,SP
delivered,aparecida de goiania,GO
delivered,uibai,BA
delivered,mutum,MG
delivered,sao caetano do sul,SP
delivered,sao bernardo do campo,SP
delivered,curitiba,PR
delivered,piumhii,MG
delivered,teofilo otoni,MG
delivered,cajamar,SP
delivered,cacapava,SP
delivered,tres rios,RJ
delivered,castro,PR
delivered,vicosa,MG
delivered,navegantes,SC
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,curitiba,PR
delivered,valinhos,SP
delivered,cantagalo,RJ
delivered,belo horizonte,MG
delivered,curitiba,PR
delivered,porto alegre,RS
delivered,osasco,SP
delivered,salgueiro,PE
delivered,arroio do meio,RS
delivered,serra,ES
delivered,castro,PR
delivered,xangri-la,RS
delivered,frutal,MG
delivered,ubatuba,SP
delivered,salvador,BA
delivered,brodowski,SP
delivered,itapetim,PE
delivered,mar de espanha,MG
delivered,sao paulo,SP
delivered,cuiaba,MT
delivered,belo horizonte,MG
delivered,sao paulo,SP
delivered,aracatuba,SP
delivered,sao paulo,SP
canceled,rio de janeiro,RJ
delivered,belo horizonte,MG
delivered,santos,SP
delivered,goianesia,GO
delivered,guarulhos,SP
delivered,chapeco,SC
delivered,sao paulo,SP
delivered,sao bernardo do campo,SP
delivered,sao paulo,SP
delivered,embu das artes,SP
delivered,florianopolis,SC
delivered,pariquera-acu,SP
delivered,sao paulo,SP
delivered,marilia,SP
delivered,bandeirantes,PR
delivered,piracicaba,SP
delivered,rio de janeiro,RJ
delivered,paragominas,PA
delivered,sao paulo,SP
delivered,brasilia,DF
delivered,recife,PE
delivered,assis,SP
delivered,padre bernardo,GO
delivered,nossa senhora do socorro,SE
delivered,conselheiro lafaiete,MG
delivered,sao paulo,SP
delivered,joinville,SC
delivered,recife,PE
delivered,santiago,RS
delivered,sao paulo,SP
delivered,rio de janeiro,RJ
delivered,sao carlos,SP
delivered,tabapora,MT
delivered,niteroi,RJ
delivered,joinville,SC
delivered,vitoria,ES
